RK,TEAM,TOTAL DVOA,LAST WEEK,TOTAL DAVE,RANK,W-L,OFFENSE DVOA,OFF. RANK,DEFENSE DVOA,DEF. RANK,S.T. DVOA,S.T. RANK,WEEK,YEAR,WEIGHTED DVOA,RANK,non-adj VOA,Last Year,ESTIM. WINS,EW RANK,SCHEDULE RANK,RANK,PYTH WINS,RANK,VAR.,RANK
14,SEA,0.024,25,0.0310,14,1-2,-0.150,26,-0.155,6,0.019,12,3,2018,,,,,,,,,,,,
15,DEN,0.020,14,-0.0400,23,2-1,0.011,15,0.001,16,0.009,14,3,2018,,,,,,,,,,,,
16,LAC,0.018,10,0.0010,18,1-2,0.302,3,0.145,26,-0.139,31,3,2018,,,,,,,,,,,,
17,PIT,0.001,21,0.1260,4,1-1-2001,0.093,9,0.031,19,-0.060,27,3,2018,,,,,,,,,,,,
18,IND,0.000,22,-0.0070,19,1-2,-0.106,25,-0.065,12,0.042,6,3,2018,,,,,,,,,,,,
19,MIN,-0.016,8,0.0720,9,1-1-2001,-0.065,22,-0.134,10,-0.085,28,3,2018,,,,,,,,,,,,
20,TB,-0.046,16,-0.0500,24,2-1,0.214,5,0.210,29,-0.051,26,3,2018,,,,,,,,,,,,
21,DAL,-0.088,15,0.0210,17,1-2,-0.097,23,-0.034,13,-0.025,19,3,2018,,,,,,,,,,,,
22,GB,-0.113,23,0.0310,15,1-1-2001,0.023,14,0.148,27,0.011,13,3,2018,,,,,,,,,,,,
23,NE,-0.131,19,0.0750,8,1-2,-0.006,18,0.085,21,-0.039,23,3,2018,,,,,,,,,,,,
24,TEN,-0.197,28,-0.0670,25,2-1,-0.224,28,0.027,18,0.054,4,3,2018,,,,,,,,,,,,
25,SF,-0.198,26,-0.1770,30,1-2,-0.046,20,0.137,25,-0.015,17,3,2018,,,,,,,,,,,,
26,CLE,-0.202,29,-0.0880,26,1-1-2001,-0.281,30,-0.221,4,-0.142,32,3,2018,,,,,,,,,,,,
27,ATL,-0.204,24,-0.0400,22,1-2,0.046,12,0.229,30,-0.022,18,3,2018,,,,,,,,,,,,
28,OAK,-0.206,20,-0.0990,27,0-3,0.068,11,0.245,31,-0.029,20,3,2018,,,,,,,,,,,,
29,NYG,-0.217,27,-0.1670,29,1-2,-0.058,21,0.119,24,-0.040,25,3,2018,,,,,,,,,,,,
30,DET,-0.304,30,-0.1150,28,1-2,-0.100,24,0.083,20,-0.120,30,3,2018,,,,,,,,,,,,
31,ARI,-0.519,31,-0.2550,31,0-3,-0.517,32,-0.028,14,-0.031,21,3,2018,,,,,,,,,,,,
32,BUF,-0.568,32,-0.3470,32,1-2,-0.480,31,0.091,22,0.003,15,3,2018,,,,,,,,,,,,
1,LAR,0.497,1,0.3180,1,4-0,0.426,1,-0.082,9,-0.011,17,4,2018,,,,,,,,,,,,
2,CHI,0.328,10,0.1110,5,3-1,-0.018,20,-0.300,1,0.046,5,4,2018,,,,,,,,,,,,
3,KC,0.269,3,0.1250,3,4-0,0.383,2,0.250,31,0.136,1,4,2018,,,,,,,,,,,,
4,JAX,0.259,6,0.1040,6,3-1,0.035,15,-0.187,2,0.037,8,4,2018,,,,,,,,,,,,
5,BAL,0.214,5,0.1300,2,3-1,0.049,12,-0.182,3,-0.017,20,4,2018,,,,,,,,,,,,
6,MIA,0.159,2,0.0460,12,3-1,0.020,16,-0.116,7,0.023,10,4,2018,,,,,,,,,,,,
7,CIN,0.146,4,0.0620,10,3-1,0.178,5,0.047,23,0.015,11,4,2018,,,,,,,,,,,,
8,CAR,0.123,8,0.0410,14,2-1,0.138,6,0.068,24,0.052,4,4,2018,,,,,,,,,,,,
9,WAS,0.100,9,0.0440,13,2-1,0.087,8,-0.050,12,-0.037,25,4,2018,,,,,,,,,,,,
10,GB,0.095,22,0.1020,7,2-1-2001,0.036,14,-0.031,13,0.028,9,4,2018,,,,,,,,,,,,
11,NO,0.085,12,0.1240,4,3-1,0.210,3,0.138,29,0.014,12,4,2018,,,,,,,,,,,,
12,LAC,0.068,16,0.0300,16,2-2,0.191,4,0.041,21,-0.081,31,4,2018,,,,,,,,,,,,
13,HOU,0.051,11,0.0320,15,1-3,0.000,18,0.018,18,0.069,3,4,2018,,,,,,,,,,,,
14,DEN,0.032,15,-0.0200,21,2-2,0.047,13,0.009,17,-0.005,16,4,2018,,,,,,,,,,,,
15,NE,0.016,23,0.1010,8,2-2,0.051,11,0.006,16,-0.030,22,4,2018,,,,,,,,,,,,
16,IND,0.015,18,0.0020,18,1-3,-0.102,25,-0.077,10,0.041,6,4,2018,,,,,,,,,,,,
17,PHI,-0.019,13,0.0490,11,2-2,-0.075,24,-0.100,8,-0.044,26,4,2018,,,,,,,,,,,,
18,SEA,-0.024,14,0.0060,17,2-2,-0.139,27,-0.118,6,-0.003,14,4,2018,,,,,,,,,,,,
19,NYJ,-0.031,7,-0.0700,25,1-3,-0.291,30,-0.152,5,0.108,2,4,2018,,,,,,,,,,,,
20,OAK,-0.053,28,-0.0470,24,1-3,0.081,9,0.117,26,-0.017,19,4,2018,,,,,,,,,,,,
21,PIT,-0.057,17,0.0680,9,1-2-2001,0.013,17,0.036,19,-0.034,23,4,2018,,,,,,,,,,,,
22,TEN,-0.091,24,-0.0440,23,3-1,-0.134,26,-0.003,15,0.039,7,4,2018,,,,,,,,,,,,
23,ATL,-0.096,27,-0.0240,22,1-3,0.097,7,0.181,30,-0.012,18,4,2018,,,,,,,,,,,,
24,DAL,-0.110,21,-0.0150,20,2-2,-0.066,23,0.039,20,-0.005,15,4,2018,,,,,,,,,,,,
25,MIN,-0.129,19,-0.0050,19,1-2-2001,-0.006,19,0.072,25,-0.051,27,4,2018,,,,,,,,,,,,
26,NYG,-0.192,29,-0.1660,29,1-3,-0.046,22,0.127,28,-0.018,21,4,2018,,,,,,,,,,,,
27,DET,-0.231,30,-0.1230,26,1-3,-0.033,21,0.118,27,-0.080,30,4,2018,,,,,,,,,,,,
28,CLE,-0.232,26,-0.1290,27,1-2-2001,-0.255,29,-0.167,4,-0.143,32,4,2018,,,,,,,,,,,,
29,TB,-0.250,20,-0.1510,28,2-2,0.073,10,0.289,32,-0.035,24,4,2018,,,,,,,,,,,,
30,SF,-0.261,25,-0.2130,30,1-3,-0.162,28,0.047,22,-0.052,28,4,2018,,,,,,,,,,,,
31,ARI,-0.356,31,-0.2340,31,0-4,-0.366,31,-0.071,11,-0.061,29,4,2018,,,,,,,,,,,,
32,BUF,-0.557,32,-0.3920,32,1-3,-0.578,32,-0.013,14,0.008,13,4,2018,,,,,,,,,,,,
1,LAR,0.391,1,0.2910,1,5-0,0.385,1,-0.008,14,-0.001,13,5,2018,,,,,,,,,,,,
2,CHI,0.340,2,0.1170,6,3-1,-0.022,17,-0.315,1,0.047,6,5,2018,,,,,,,,,,,,
3,KC,0.339,3,0.1960,2,5-0,0.343,2,0.133,28,0.129,1,5,2018,,,,,,,,,,,,
4,NO,0.173,11,0.1680,3,4-1,0.230,4,0.065,25,0.008,10,5,2018,,,,,,,,,,,,
5,LAC,0.167,12,0.0970,8,3-2,0.244,3,0.005,18,-0.072,31,5,2018,,,,,,,,,,,,
6,BAL,0.162,5,0.1150,7,3-2,0.019,14,-0.159,4,-0.015,16,5,2018,,,,,,,,,,,,
7,MIA,0.162,6,0.0700,9,3-2,-0.029,18,-0.124,5,0.066,5,5,2018,,,,,,,,,,,,
8,JAX,0.143,4,0.0660,10,3-2,-0.055,22,-0.169,3,0.028,9,5,2018,,,,,,,,,,,,
9,NE,0.082,15,0.1240,4,3-2,0.113,5,0.017,19,-0.014,15,5,2018,,,,,,,,,,,,
10,PIT,0.070,21,0.1190,5,2-2-2001,0.088,9,0.000,16,-0.019,18,5,2018,,,,,,,,,,,,
11,CIN,0.038,7,0.0140,15,4-1,0.102,6,0.035,20,-0.029,23,5,2018,,,,,,,,,,,,
12,CAR,0.038,8,0.0170,13,3-1,0.041,12,0.089,26,0.086,3,5,2018,,,,,,,,,,,,
13,GB,0.036,10,0.0650,11,2-2-2001,0.096,7,0.000,17,-0.060,30,5,2018,,,,,,,,,,,,
14,SEA,0.020,18,0.0260,12,2-3,-0.029,19,-0.071,9,-0.021,20,5,2018,,,,,,,,,,,,
15,HOU,0.018,13,0.0170,14,2-3,-0.059,23,-0.033,10,0.045,7,5,2018,,,,,,,,,,,,
16,DEN,0.015,14,-0.0200,17,2-3,0.072,10,0.038,22,-0.020,19,5,2018,,,,,,,,,,,,
17,NYJ,0.001,19,-0.0430,22,2-3,-0.186,29,-0.093,6,0.093,2,5,2018,,,,,,,,,,,,
18,IND,-0.028,16,-0.0220,18,1-4,-0.076,25,-0.012,13,0.035,8,5,2018,,,,,,,,,,,,
19,NYG,-0.058,26,-0.0910,25,1-4,0.005,16,0.054,24,-0.008,14,5,2018,,,,,,,,,,,,
20,TEN,-0.063,22,-0.0370,20,3-2,-0.163,28,-0.029,12,0.071,4,5,2018,,,,,,,,,,,,
21,PHI,-0.066,17,0.0070,16,2-3,-0.069,24,-0.029,11,-0.027,22,5,2018,,,,,,,,,,,,
22,WAS,-0.090,9,-0.0410,21,2-2,-0.031,20,0.042,23,-0.017,17,5,2018,,,,,,,,,,,,
23,DAL,-0.129,24,-0.0450,23,2-3,-0.131,26,0.000,15,0.002,12,5,2018,,,,,,,,,,,,
24,MIN,-0.130,25,-0.0300,19,2-2-2001,0.016,15,0.089,26,-0.057,29,5,2018,,,,,,,,,,,,
25,CLE,-0.137,28,-0.0930,26,2-2-2001,-0.220,30,-0.200,2,-0.117,32,5,2018,,,,,,,,,,,,
26,OAK,-0.168,20,-0.1170,27,1-4,0.022,13,0.158,29,-0.031,25,5,2018,,,,,,,,,,,,
27,ATL,-0.169,23,-0.0820,24,1-4,0.066,11,0.211,31,-0.024,21,5,2018,,,,,,,,,,,,
28,TB,-0.219,29,-0.1360,28,2-2,0.094,8,0.278,32,-0.035,26,5,2018,,,,,,,,,,,,
29,SF,-0.226,30,-0.2020,31,1-4,-0.137,27,0.036,21,-0.054,28,5,2018,,,,,,,,,,,,
30,ARI,-0.258,31,-0.2000,30,1-4,-0.298,31,-0.071,8,-0.031,24,5,2018,,,,,,,,,,,,
31,DET,-0.259,27,-0.1610,29,2-3,-0.038,21,0.171,30,-0.050,27,5,2018,,,,,,,,,,,,
32,BUF,-0.423,32,-0.3450,32,2-3,-0.518,32,-0.090,7,0.006,11,5,2018,,,,,,,,,,,,
1,KC,0.345,3,0.2330,2,5-1,0.318,2,0.132,28,0.159,1,6,2018,,,,,,,,,,,,
2,LAR,0.317,1,0.2620,1,6-0,0.333,1,0.013,17,-0.003,15,6,2018,,,,,,,,,,,,
3,CHI,0.276,2,0.1230,6,3-2,0.039,14,-0.212,1,0.026,9,6,2018,,,,,,,,,,,,
4,BAL,0.250,6,0.1890,3,4-2,0.049,13,-0.197,2,0.005,13,6,2018,,,,,,,,,,,,
5,LAC,0.233,5,0.1610,4,4-2,0.268,3,-0.026,12,-0.061,31,6,2018,,,,,,,,,,,,
6,MIA,0.167,7,0.0950,9,4-2,0.025,15,-0.074,9,0.068,3,6,2018,,,,,,,,,,,,
7,NO,0.146,4,0.1550,5,4-1,0.210,4,0.072,26,0.008,12,6,2018,,,,,,,,,,,,
8,SEA,0.107,14,0.0880,10,3-3,-0.021,18,-0.138,4,-0.011,16,6,2018,,,,,,,,,,,,
9,NE,0.087,9,0.1180,8,4-2,0.130,7,0.016,19,-0.027,24,6,2018,,,,,,,,,,,,
10,PIT,0.084,10,0.1190,7,3-2-2001,0.113,9,0.003,14,-0.026,22,6,2018,,,,,,,,,,,,
11,CAR,0.077,12,0.0410,12,3-2,0.068,12,0.032,21,0.040,6,6,2018,,,,,,,,,,,,
12,CIN,0.067,11,0.0370,13,4-2,0.122,8,0.057,24,0.002,14,6,2018,,,,,,,,,,,,
13,DEN,0.054,16,0.0160,15,2-4,0.095,10,0.014,18,-0.026,23,6,2018,,,,,,,,,,,,
14,GB,0.045,13,0.0650,11,3-2-2001,0.131,6,0.045,22,-0.040,29,6,2018,,,,,,,,,,,,
15,JAX,0.036,8,0.0080,16,3-3,-0.116,26,-0.136,5,0.017,10,6,2018,,,,,,,,,,,,
16,NYJ,0.024,17,-0.0180,20,3-3,-0.164,28,-0.085,7,0.103,2,6,2018,,,,,,,,,,,,
17,PHI,-0.009,21,0.0280,14,3-3,-0.047,19,-0.050,11,-0.012,18,6,2018,,,,,,,,,,,,
18,HOU,-0.019,15,-0.0110,17,3-3,-0.149,27,-0.075,8,0.055,4,6,2018,,,,,,,,,,,,
19,IND,-0.045,18,-0.0340,21,1-5,-0.071,23,0.011,16,0.038,7,6,2018,,,,,,,,,,,,
20,DAL,-0.049,23,-0.0110,18,3-3,-0.089,25,-0.025,13,0.015,11,6,2018,,,,,,,,,,,,
21,MIN,-0.067,24,-0.0140,19,3-2-2001,-0.002,16,0.027,20,-0.039,28,6,2018,,,,,,,,,,,,
22,WAS,-0.083,22,-0.0480,22,3-2,-0.057,21,0.053,23,0.027,8,6,2018,,,,,,,,,,,,
23,NYG,-0.116,19,-0.1210,26,1-5,-0.012,17,0.088,27,-0.015,19,6,2018,,,,,,,,,,,,
24,ATL,-0.143,27,-0.0850,23,2-4,0.093,11,0.225,31,-0.011,17,6,2018,,,,,,,,,,,,
25,TEN,-0.151,20,-0.1040,24,3-3,-0.193,29,0.006,15,0.049,5,6,2018,,,,,,,,,,,,
26,TB,-0.155,28,-0.1170,25,2-3,0.138,5,0.265,32,-0.029,25,6,2018,,,,,,,,,,,,
27,SF,-0.165,29,-0.1640,29,1-5,-0.072,24,0.061,25,-0.031,26,6,2018,,,,,,,,,,,,
28,CLE,-0.194,25,-0.1430,27,2-3-2001,-0.241,30,-0.125,6,-0.078,32,6,2018,,,,,,,,,,,,
29,OAK,-0.241,26,-0.1840,30,1-5,-0.058,22,0.149,29,-0.034,27,6,2018,,,,,,,,,,,,
30,DET,-0.261,31,-0.1570,28,2-3,-0.048,20,0.163,30,-0.050,30,6,2018,,,,,,,,,,,,
31,ARI,-0.262,30,-0.2130,31,1-5,-0.313,31,-0.073,10,-0.022,20,6,2018,,,,,,,,,,,,
32,BUF,-0.365,32,-0.3190,32,2-4,-0.534,32,-0.191,3,-0.022,21,6,2018,,,,,,,,,,,,
1,KC,0.394,1,0.3110,2,6-1,0.356,1,0.086,26,0.124,1,7,2018,,,,,,,,,,,,
2,LAR,0.384,2,0.3350,1,7-0,0.319,2,-0.057,10,0.008,11,7,2018,,,,,,,,,,,,
3,LAC,0.219,5,0.1760,4,5-2,0.281,3,0.004,17,-0.059,32,7,2018,,,,,,,,,,,,
4,BAL,0.212,4,0.1800,3,4-3,0.075,12,-0.140,3,-0.003,15,7,2018,,,,,,,,,,,,
5,DEN,0.187,13,0.1380,7,3-4,0.119,7,-0.079,8,-0.011,18,7,2018,,,,,,,,,,,,
6,CHI,0.179,3,0.0950,9,3-3,0.053,13,-0.158,1,-0.032,25,7,2018,,,,,,,,,,,,
7,NO,0.144,7,0.1530,5,5-1,0.212,4,0.082,25,0.015,9,7,2018,,,,,,,,,,,,
8,NE,0.134,9,0.1490,6,5-2,0.143,5,0.010,18,0.001,13,7,2018,,,,,,,,,,,,
9,CAR,0.119,11,0.0800,11,4-2,0.113,9,0.025,20,0.031,7,7,2018,,,,,,,,,,,,
10,SEA,0.117,8,0.0930,10,3-3,-0.006,20,-0.135,4,-0.012,19,7,2018,,,,,,,,,,,,
11,MIA,0.111,6,0.0720,12,4-3,0.044,14,-0.015,15,0.052,3,7,2018,,,,,,,,,,,,
12,PIT,0.070,10,0.1080,8,3-2-2001,0.115,8,0.017,19,-0.028,24,7,2018,,,,,,,,,,,,
13,HOU,0.052,18,0.0450,14,4-3,-0.124,25,-0.127,5,0.050,4,7,2018,,,,,,,,,,,,
14,IND,0.045,19,0.0350,15,2-5,-0.005,19,-0.016,14,0.034,6,7,2018,,,,,,,,,,,,
15,GB,0.032,14,0.0560,13,3-2-2001,0.124,6,0.051,24,-0.041,29,7,2018,,,,,,,,,,,,
16,MIN,0.002,21,0.0280,16,4-2-2001,0.011,17,-0.011,16,-0.019,22,7,2018,,,,,,,,,,,,
17,JAX,-0.039,15,-0.0440,20,3-4,-0.159,27,-0.107,7,0.013,10,7,2018,,,,,,,,,,,,
18,WAS,-0.045,22,-0.0310,18,4-2,-0.040,22,0.029,22,0.025,8,7,2018,,,,,,,,,,,,
19,DAL,-0.047,20,-0.0210,17,3-4,-0.081,24,-0.028,12,0.007,12,7,2018,,,,,,,,,,,,
20,NYJ,-0.055,16,-0.0680,21,3-4,-0.213,29,-0.074,9,0.084,2,7,2018,,,,,,,,,,,,
21,PHI,-0.068,17,-0.0310,19,3-4,-0.066,23,-0.017,13,-0.020,23,7,2018,,,,,,,,,,,,
22,CIN,-0.083,12,-0.0770,22,4-3,0.022,16,0.096,27,-0.009,17,7,2018,,,,,,,,,,,,
23,ATL,-0.116,24,-0.0830,23,3-4,0.092,10,0.207,31,-0.001,14,7,2018,,,,,,,,,,,,
24,NYG,-0.117,23,-0.1200,25,1-6,-0.003,18,0.107,28,-0.007,16,7,2018,,,,,,,,,,,,
25,TEN,-0.142,25,-0.1130,24,3-4,-0.164,28,0.026,21,0.048,5,7,2018,,,,,,,,,,,,
26,CLE,-0.160,28,-0.1340,27,2-4-2001,-0.251,30,-0.145,2,-0.054,31,7,2018,,,,,,,,,,,,
27,TB,-0.177,26,-0.1420,28,3-3,0.083,11,0.226,32,-0.034,26,7,2018,,,,,,,,,,,,
28,DET,-0.185,30,-0.1300,26,3-3,0.031,15,0.182,30,-0.035,27,7,2018,,,,,,,,,,,,
29,OAK,-0.219,29,-0.1680,29,1-5,-0.040,21,0.144,29,-0.035,28,7,2018,,,,,,,,,,,,
30,SF,-0.229,27,-0.2180,30,1-6,-0.150,26,0.038,23,-0.042,30,7,2018,,,,,,,,,,,,
31,ARI,-0.366,31,-0.3140,31,1-6,-0.399,31,-0.048,11,-0.015,21,7,2018,,,,,,,,,,,,
32,BUF,-0.435,32,-0.3940,32,2-5,-0.532,32,-0.111,6,-0.014,20,7,2018,,,,,,,,,,,,
1,KC,0.372,1,0.3340,1,7-1,0.333,1,0.065,26,0.105,1,8,2018,,,,,,,,,,,,
2,LAR,0.333,2,0.3100,2,8-0,0.280,2,-0.042,12,0.011,11,8,2018,,,,,,,,,,,,
3,LAC,0.204,3,0.1640,3,5-2,0.269,3,0.003,18,-0.063,32,8,2018,,,,,,,,,,,,
4,CAR,0.201,9,0.1600,4,5-2,0.169,5,-0.002,17,0.029,8,8,2018,,,,,,,,,,,,
5,CHI,0.196,6,0.1330,6,4-3,0.078,11,-0.159,1,-0.040,30,8,2018,,,,,,,,,,,,
6,SEA,0.145,10,0.1260,8,4-3,0.019,18,-0.129,2,-0.003,17,8,2018,,,,,,,,,,,,
7,DEN,0.145,5,0.1250,9,3-5,0.081,10,-0.086,7,-0.022,22,8,2018,,,,,,,,,,,,
8,NO,0.128,7,0.1380,5,6-1,0.179,4,0.076,27,0.025,9,8,2018,,,,,,,,,,,,
9,BAL,0.127,4,0.1160,10,4-4,0.040,14,-0.087,6,-0.001,15,8,2018,,,,,,,,,,,,
10,NE,0.122,8,0.1320,7,6-2,0.131,7,-0.006,16,-0.015,20,8,2018,,,,,,,,,,,,
11,GB,0.086,15,0.0890,12,3-3-2001,0.134,6,0.015,20,-0.033,25,8,2018,,,,,,,,,,,,
12,HOU,0.081,13,0.0760,13,5-3,-0.069,24,-0.112,5,0.038,5,8,2018,,,,,,,,,,,,
13,PIT,0.078,12,0.1040,11,4-2-2001,0.127,8,0.030,22,-0.019,21,8,2018,,,,,,,,,,,,
14,MIA,0.064,11,0.0500,14,4-4,0.041,13,0.035,23,0.058,3,8,2018,,,,,,,,,,,,
15,IND,0.048,14,0.0430,15,3-5,0.040,15,0.022,21,0.030,7,8,2018,,,,,,,,,,,,
16,WAS,0.014,18,0.0120,17,5-2,-0.030,21,-0.023,14,0.021,10,8,2018,,,,,,,,,,,,
17,CIN,0.001,22,-0.0040,18,5-3,0.045,12,0.043,25,-0.001,14,8,2018,,,,,,,,,,,,
18,MIN,-0.003,16,0.0120,16,4-3-2001,0.001,20,-0.029,13,-0.034,26,8,2018,,,,,,,,,,,,
19,DAL,-0.035,19,-0.0100,19,3-4,-0.085,25,-0.048,11,0.003,12,8,2018,,,,,,,,,,,,
20,JAX,-0.040,17,-0.0470,21,3-5,-0.151,26,-0.076,8,0.034,6,8,2018,,,,,,,,,,,,
21,PHI,-0.053,21,-0.0340,20,4-4,-0.044,23,-0.014,15,-0.022,23,8,2018,,,,,,,,,,,,
22,NYJ,-0.105,20,-0.1050,23,3-5,-0.233,29,-0.052,10,0.076,2,8,2018,,,,,,,,,,,,
23,ATL,-0.119,23,-0.0870,22,3-4,0.082,9,0.198,31,-0.004,18,8,2018,,,,,,,,,,,,
24,NYG,-0.123,24,-0.1240,25,1-7,-0.041,22,0.085,28,0.003,13,8,2018,,,,,,,,,,,,
25,TEN,-0.153,25,-0.1220,24,3-4,-0.185,28,0.012,19,0.045,4,8,2018,,,,,,,,,,,,
26,DET,-0.198,28,-0.1590,26,3-4,0.033,17,0.192,30,-0.039,29,8,2018,,,,,,,,,,,,
27,CLE,-0.199,26,-0.1800,27,2-5-2001,-0.261,30,-0.117,3,-0.055,31,8,2018,,,,,,,,,,,,
28,OAK,-0.213,29,-0.1820,28,1-6,0.004,19,0.180,29,-0.037,28,8,2018,,,,,,,,,,,,
29,TB,-0.218,27,-0.1840,29,3-4,0.040,16,0.225,32,-0.032,24,8,2018,,,,,,,,,,,,
30,SF,-0.237,30,-0.2310,30,1-7,-0.164,27,0.036,24,-0.037,27,8,2018,,,,,,,,,,,,
31,ARI,-0.328,31,-0.3070,31,2-6,-0.380,31,-0.065,9,-0.012,19,8,2018,,,,,,,,,,,,
32,BUF,-0.403,32,-0.3830,32,2-6,-0.518,32,-0.116,4,-0.002,16,8,2018,,,,,,,,,,,,
1,KC,0.438,1,,,8-1,0.416,1,0.076,27,0.098,1,9,2018,0.432,1,,,,,,,,,,
2,LAR,0.301,2,,,8-1,0.283,2,-0.005,16,0.013,11,9,2018,0.297,2,,,,,,,,,,
3,CAR,0.238,4,,,6-2,0.188,5,-0.020,14,0.031,6,9,2018,0.245,3,,,,,,,,,,
4,CHI,0.221,5,,,5-3,0.066,10,-0.182,1,-0.027,26,9,2018,0.224,4,,,,,,,,,,
5,LAC,0.208,3,,,6-2,0.275,3,-0.015,15,-0.082,32,9,2018,0.214,5,,,,,,,,,,
6,NE,0.165,10,,,7-2,0.144,7,-0.021,13,0.000,16,9,2018,0.167,6,,,,,,,,,,
7,NO,0.138,8,,,7-1,0.197,4,0.081,28,0.023,10,9,2018,0.154,7,,,,,,,,,,
8,DEN,0.128,7,,,3-6,0.059,11,-0.098,4,-0.029,27,9,2018,0.122,9,,,,,,,,,,
9,SEA,0.114,6,,,4-4,0.008,16,-0.094,5,0.012,12,9,2018,0.126,8,,,,,,,,,,
10,BAL,0.109,9,,,4-5,0.040,13,-0.062,10,0.007,13,9,2018,0.095,11,,,,,,,,,,
11,PIT,0.098,13,,,5-2-2001,0.138,8,0.018,21,-0.023,24,9,2018,0.104,10,,,,,,,,,,
12,HOU,0.073,12,,,6-3,-0.067,24,-0.104,3,0.036,4,9,2018,0.075,12,,,,,,,,,,
13,GB,0.052,11,,,3-4-2001,0.112,9,0.035,24,-0.025,25,9,2018,0.045,13,,,,,,,,,,
14,MIA,0.047,14,,,5-4,-0.003,17,0.006,19,0.056,3,9,2018,0.043,15,,,,,,,,,,
15,IND,0.034,15,,,3-5,0.031,14,0.027,22,0.030,7,9,2018,0.044,14,,,,,,,,,,
16,MIN,0.020,18,,,5-3-2001,-0.027,19,-0.069,9,-0.023,22,9,2018,0.017,16,,,,,,,,,,
17,CIN,0.013,17,,,5-3,0.042,12,0.028,23,-0.001,17,9,2018,0.004,17,,,,,,,,,,
18,JAX,-0.035,20,,,3-5,-0.158,28,-0.089,6,0.034,5,9,2018,-0.042,19,,,,,,,,,,
19,ATL,-0.040,23,,,4-4,0.152,6,0.194,30,0.003,14,9,2018,-0.029,18,,,,,,,,,,
20,PHI,-0.048,21,,,4-4,-0.047,21,-0.022,12,-0.023,23,9,2018,-0.061,21,,,,,,,,,,
21,WAS,-0.059,16,,,5-3,-0.036,20,0.047,25,0.025,9,9,2018,-0.058,20,,,,,,,,,,
22,TEN,-0.099,25,,,4-4,-0.118,26,0.007,20,0.026,8,9,2018,-0.093,22,,,,,,,,,,
23,NYJ,-0.113,22,,,3-6,-0.268,30,-0.088,7,0.067,2,9,2018,-0.143,25,,,,,,,,,,
24,DAL,-0.113,19,,,3-5,-0.111,25,-0.005,17,-0.007,19,9,2018,-0.113,23,,,,,,,,,,
25,NYG,-0.131,24,,,1-7,-0.059,23,0.075,26,0.002,15,9,2018,-0.133,24,,,,,,,,,,
26,SF,-0.187,30,,,2-7,-0.146,27,0.005,18,-0.036,29,9,2018,-0.180,26,,,,,,,,,,
27,TB,-0.207,29,,,3-5,0.029,15,0.215,32,-0.022,21,9,2018,-0.216,28,,,,,,,,,,
28,CLE,-0.221,27,,,2-6-2001,-0.224,29,-0.057,11,-0.054,31,9,2018,-0.221,29,,,,,,,,,,
29,DET,-0.234,26,,,3-5,-0.026,18,0.175,29,-0.033,28,9,2018,-0.193,27,,,,,,,,,,
30,OAK,-0.293,28,,,1-7,-0.049,22,0.202,31,-0.042,30,9,2018,-0.300,30,,,,,,,,,,
31,ARI,-0.326,31,,,2-6,-0.383,31,-0.071,8,-0.013,20,9,2018,-0.325,31,,,,,,,,,,
32,BUF,-0.416,32,,,2-7,-0.539,32,-0.125,2,-0.002,18,9,2018,-0.392,32,,,,,,,,,,
1,KC,0.431,1,,,9-1,0.408,1,0.065,25,0.087,1,10,2018,0.417,1,,,,,,,,,,
2,LAR,0.321,2,,,9-1,0.323,2,0.014,20,0.011,12,10,2018,0.318,2,,,,,,,,,,
3,LAC,0.234,5,,,7-2,0.251,3,-0.057,11,-0.073,32,10,2018,0.232,4,,,,,,,,,,
4,CHI,0.229,4,,,6-3,0.079,10,-0.201,1,-0.051,31,10,2018,0.226,5,,,,,,,,,,
5,PIT,0.211,11,,,6-2-2001,0.208,5,-0.011,15,-0.008,20,10,2018,0.235,3,,,,,,,,,,
6,NO,0.184,7,,,8-1,0.226,4,0.067,27,0.025,8,10,2018,0.208,6,,,,,,,,,,
7,BAL,0.145,10,,,4-5,0.046,12,-0.095,5,0.004,15,10,2018,0.139,7,,,,,,,,,,
8,SEA,0.118,9,,,4-5,0.047,11,-0.059,10,0.013,11,10,2018,0.129,8,,,,,,,,,,
9,DEN,0.116,8,,,3-6,0.042,13,-0.106,4,-0.032,27,10,2018,0.126,9,,,,,,,,,,
10,GB,0.110,13,,,4-4-2001,0.121,8,-0.013,14,-0.025,24,10,2018,0.114,10,,,,,,,,,,
11,NE,0.102,6,,,7-3,0.096,9,-0.006,16,0.000,18,10,2018,0.109,11,,,,,,,,,,
12,CAR,0.094,3,,,6-3,0.127,7,0.058,24,0.024,9,10,2018,0.103,12,,,,,,,,,,
13,HOU,0.064,12,,,6-3,-0.081,25,-0.113,3,0.033,5,10,2018,0.063,13,,,,,,,,,,
14,MIN,0.031,16,,,5-3-2001,-0.028,17,-0.084,7,-0.025,25,10,2018,0.025,14,,,,,,,,,,
15,IND,0.009,15,,,4-5,0.034,14,0.038,22,0.013,10,10,2018,0.024,15,,,,,,,,,,
16,TEN,-0.012,22,,,5-4,-0.080,24,-0.042,12,0.026,7,10,2018,0.013,16,,,,,,,,,,
17,JAX,-0.053,18,,,3-6,-0.153,28,-0.071,9,0.029,6,10,2018,-0.068,19,,,,,,,,,,
